wykryte;nienaprawialne;niewykryte;bledy
766;12;0;766
742;11;0;742
700;7;0;700
766;3;0;766
746;4;0;746
808;15;0;808
755;8;0;755
711;5;0;711
788;5;0;788
767;11;0;767
707;5;0;707
752;3;0;752
719;5;0;719
743;10;0;743
780;11;0;780
718;7;0;718
786;7;0;786
751;7;0;751
744;5;0;744
787;9;0;787
733;8;0;733
768;6;0;768
693;2;0;693
756;9;0;756
752;8;0;752
713;5;0;713
745;5;0;745
741;11;0;741
776;8;0;776
728;5;0;728
752;11;0;752
784;7;0;784
719;9;0;719
725;10;0;725
743;6;0;743
732;6;0;732
736;10;0;736
717;9;0;717
720;9;0;720
716;10;0;716
748;10;0;748
730;9;0;730
766;9;0;766
744;5;0;744
731;6;0;731
682;3;0;682
739;9;0;739
747;8;0;747
701;8;0;701
720;4;0;720
766;6;0;766
761;8;0;761
732;2;0;732
718;6;0;718
793;6;0;793
745;5;0;745
780;5;0;780
724;8;0;724
694;7;0;694
761;6;0;761
752;3;0;752
720;8;0;720
741;9;0;741
729;6;0;729
756;15;0;756
762;8;0;762
762;7;0;762
715;9;0;715
726;8;0;726
765;7;1;766
723;9;0;723
735;8;0;735
725;7;0;725
730;6;0;730
704;6;0;704
783;9;0;783
719;5;0;719
720;11;0;720
753;6;0;753
757;7;0;757
742;7;0;742
740;14;0;740
772;6;0;772
748;7;0;748
741;9;0;741
745;9;0;745
674;7;0;674
737;11;0;737
724;13;0;724
782;11;0;782
748;11;0;748
791;5;0;791
752;3;0;752
730;7;0;730
759;13;0;759
763;8;0;763
696;7;0;696
789;6;0;789
718;3;0;718
744;11;0;744
741;7;0;741
774;6;0;774
744;7;0;744
761;3;0;761
689;5;0;689
708;8;0;708
761;4;0;761
730;3;0;730
758;7;0;758
759;7;0;759
741;7;0;741
703;5;0;703
737;4;1;738
749;6;0;749
762;8;0;762
729;7;0;729
730;5;0;730
747;9;0;747
695;8;0;695
760;9;0;760
763;8;0;763
761;5;0;761
729;4;0;729
731;11;0;731
801;4;0;801
736;14;0;736
731;4;0;731
730;10;1;731
747;2;0;747
745;11;0;745
775;7;0;775
761;8;0;761
797;9;0;797
745;11;0;745
743;10;0;743
745;8;0;745
734;6;0;734
747;5;0;747
748;5;0;748
721;8;0;721
748;8;0;748
768;5;0;768
717;9;0;717
710;4;0;710
776;8;0;776
749;6;0;749
794;11;0;794
700;8;0;700
694;5;0;694
731;7;0;731
756;6;0;756
681;8;0;681
706;3;0;706
730;2;0;730
785;10;0;785
747;8;0;747
745;7;0;745
813;9;0;813
719;8;0;719
736;7;0;736
748;12;0;748
719;7;0;719
746;10;0;746
701;6;0;701
765;7;0;765
711;11;0;711
754;5;0;754
722;11;0;722
737;8;0;737
754;9;0;754
774;8;0;774
724;9;0;724
751;4;0;751
756;10;0;756
736;4;0;736
786;11;0;786
761;4;0;761
774;9;0;774
719;7;0;719
748;7;0;748
716;12;0;716
778;12;1;779
709;12;1;710
730;12;0;730
775;7;0;775
716;6;0;716
742;9;0;742
750;11;0;750
711;4;0;711
752;1;0;752
716;4;0;716
697;7;0;697
799;6;0;799
715;6;0;715
767;8;0;767
765;7;0;765
778;6;0;778
779;5;0;779
772;5;0;772
714;18;0;714
730;7;0;730
743;4;0;743
764;6;0;764
714;4;0;714
742;2;0;742
733;9;0;733
733;6;0;733
756;6;0;756
731;5;0;731
727;9;0;727
712;8;0;712
712;3;0;712
817;11;0;817
711;5;0;711
712;2;0;712
740;7;0;740
729;5;0;729
704;2;0;704
768;7;0;768
740;7;0;740
794;10;0;794
764;3;0;764
766;4;0;766
700;6;0;700
790;7;0;790
766;3;0;766
776;8;0;776
740;9;0;740
706;8;0;706
734;13;0;734
742;6;0;742
746;7;0;746
723;6;0;723
759;6;0;759
762;8;1;763
727;5;0;727
731;9;0;731
709;10;0;709
710;4;0;710
725;5;0;725
741;8;0;741
729;6;0;729
733;6;0;733
787;8;0;787
736;5;0;736
767;4;0;767
782;8;0;782
714;6;0;714
743;7;0;743
730;7;0;730
738;6;0;738
759;9;0;759
728;3;0;728
693;15;0;693
734;12;0;734
738;5;0;738
729;11;0;729
740;11;0;740
769;10;0;769
734;11;0;734
704;3;0;704
726;5;1;727
776;10;0;776
720;4;0;720
713;2;0;713
696;9;0;696
779;9;0;779
745;6;0;745
750;8;0;750
755;8;0;755
740;4;0;740
749;8;0;749
766;5;0;766
755;10;0;755
709;7;0;709
797;12;0;797
724;6;0;724
737;7;0;737
717;6;0;717
801;6;0;801
772;9;0;772
746;8;0;746
819;14;0;819
726;6;0;726
722;7;0;722
791;5;0;791
766;7;0;766
741;4;0;741
747;4;0;747
762;5;0;762
758;10;0;758
742;6;0;742
792;3;0;792
789;4;0;789
762;4;0;762
783;9;0;783
739;9;0;739
760;2;0;760
724;8;0;724
804;8;0;804
691;10;0;691
718;5;0;718
804;4;0;804
776;7;0;776
796;6;0;796
751;7;0;751
786;8;0;786
731;11;0;731
727;4;0;727
742;8;0;742
717;9;0;717
742;7;0;742
724;6;0;724
767;12;0;767
729;3;0;729
769;11;0;769
745;9;0;745
736;6;0;736
760;10;0;760
763;10;1;764
759;7;0;759
774;12;0;774
739;4;0;739
780;7;0;780
753;5;0;753
754;8;0;754
709;7;0;709
713;9;0;713
752;10;0;752
774;7;0;774
810;11;0;810
721;12;0;721
758;10;0;758
738;7;0;738
739;12;1;740
750;5;0;750
760;4;0;760
722;7;0;722
734;7;0;734
703;6;0;703
750;6;0;750
753;9;0;753
753;5;0;753
709;9;0;709
761;12;0;761
674;15;0;674
715;5;0;715
739;4;0;739
725;10;0;725
779;6;0;779
814;9;0;814
739;7;0;739
769;5;0;769
724;6;0;724
780;11;0;780
731;11;0;731
711;8;0;711
686;11;1;687
728;5;0;728
722;8;0;722
752;7;0;752
761;10;0;761
750;5;0;750
736;12;0;736
781;7;0;781
757;7;0;757
785;7;0;785
747;4;0;747
709;7;0;709
775;7;0;775
724;7;0;724
744;5;0;744
715;0;0;715
761;7;0;761
758;5;0;758
775;4;0;775
732;7;0;732
737;11;0;737
712;8;0;712
736;6;0;736
764;8;0;764
765;5;0;765
762;7;0;762
797;6;0;797
735;7;0;735
765;10;0;765
761;7;1;762
723;13;0;723
689;7;0;689
801;10;0;801
755;7;0;755
781;5;0;781
758;4;0;758
738;8;0;738
746;6;0;746
775;12;0;775
719;8;0;719
731;5;0;731
737;9;0;737
746;7;0;746
708;10;0;708
727;5;0;727
723;11;0;723
711;8;0;711
701;9;0;701
692;6;0;692
737;12;0;737
760;6;0;760
770;4;1;771
760;7;0;760
713;10;0;713
712;4;0;712
724;7;0;724
756;8;0;756
735;9;0;735
727;13;0;727
720;6;0;720
723;9;0;723
719;5;0;719
763;11;0;763
712;11;0;712
759;7;0;759
812;11;0;812
729;8;0;729
703;10;0;703
744;14;0;744
725;10;0;725
773;11;0;773
746;10;0;746
731;6;0;731
741;10;0;741
708;5;0;708
747;7;0;747
707;6;0;707
731;7;0;731
714;11;0;714
721;2;0;721
743;10;0;743
716;8;0;716
740;4;0;740
742;4;0;742
727;9;0;727
691;6;0;691
741;7;0;741
714;8;0;714
788;7;0;788
757;7;0;757
726;6;0;726
725;5;0;725
726;7;0;726
751;7;0;751
728;11;0;728
736;6;0;736
745;7;0;745
734;9;0;734
725;9;0;725
761;7;0;761
752;8;0;752
734;9;0;734
776;21;0;776
756;8;0;756
748;7;0;748
738;9;0;738
744;6;0;744
732;5;0;732
758;7;0;758
697;10;0;697
733;5;0;733
697;13;0;697
791;12;0;791
745;3;0;745
729;7;0;729
760;6;0;760
723;3;0;723
725;8;0;725
773;7;0;773
746;5;0;746
688;9;0;688
759;8;0;759
697;4;0;697
729;6;0;729
699;9;0;699
793;8;0;793
789;3;0;789
771;4;0;771
734;8;0;734
754;6;0;754
784;11;0;784
769;4;0;769
806;6;0;806
768;6;0;768
777;6;0;777
743;9;0;743
736;10;0;736
723;3;0;723
747;5;0;747
737;9;0;737
700;7;0;700
741;9;0;741
722;8;0;722
721;11;0;721
732;6;0;732
734;6;1;735
719;5;0;719
712;7;0;712
773;6;0;773
758;8;0;758
695;11;0;695
734;9;0;734
708;14;0;708
760;9;0;760
726;8;0;726
707;5;0;707
751;7;0;751
748;11;0;748
827;6;0;827
747;7;0;747
693;8;0;693
751;9;0;751
716;5;0;716
725;8;0;725
721;10;0;721
732;10;0;732
771;8;0;771
753;7;0;753
755;8;0;755
709;7;0;709
750;13;0;750
743;12;0;743
760;7;0;760
749;6;0;749
741;5;0;741
748;4;0;748
759;8;0;759
755;6;0;755
804;5;1;805
764;6;0;764
744;7;0;744
785;8;0;785
783;8;0;783
754;8;0;754
770;5;0;770
766;10;0;766
752;7;0;752
784;10;0;784
735;6;0;735
725;7;0;725
718;7;0;718
741;12;0;741
774;9;0;774
719;5;0;719
722;4;0;722
739;11;0;739
716;1;0;716
722;11;0;722
732;8;0;732
734;5;0;734
763;11;0;763
748;11;0;748
721;11;0;721
711;5;0;711
754;6;0;754
754;12;0;754
728;8;0;728
723;8;0;723
725;5;0;725
750;9;0;750
765;11;0;765
783;10;0;783
732;9;0;732
764;7;0;764
721;8;0;721
725;14;0;725
767;3;0;767
749;9;0;749
806;7;0;806
769;7;0;769
736;8;0;736
781;5;0;781
732;6;0;732
786;11;0;786
691;13;0;691
716;7;0;716
738;5;0;738
681;8;0;681
772;7;0;772
744;5;0;744
737;9;0;737
735;11;0;735
741;5;0;741
765;8;0;765
787;10;0;787
765;8;0;765
709;6;0;709
762;9;0;762
735;7;0;735
776;10;0;776
723;10;0;723
752;13;0;752
755;6;0;755
708;4;0;708
730;5;0;730
728;8;0;728
718;9;0;718
739;10;0;739
718;7;0;718
751;7;0;751
770;11;0;770
758;8;0;758
693;8;0;693
741;7;0;741
769;6;0;769
810;6;0;810
754;5;0;754
696;8;0;696
761;12;0;761
741;10;0;741
763;9;0;763
761;3;0;761
703;5;0;703
722;10;1;723
745;9;0;745
723;9;0;723
753;2;0;753
736;5;1;737
738;9;0;738
750;8;0;750
722;7;0;722
749;5;0;749
747;7;0;747
705;6;0;705
746;7;0;746
742;5;0;742
714;5;0;714
701;10;0;701
719;5;0;719
744;6;0;744
781;6;0;781
780;8;0;780
754;4;0;754
762;6;0;762
729;8;0;729
718;6;0;718
744;6;0;744
751;12;0;751
731;5;0;731
727;5;0;727
741;7;0;741
773;5;0;773
732;6;0;732
817;4;0;817
715;9;0;715
743;12;0;743
740;9;0;740
728;12;0;728
725;5;0;725
711;6;0;711
715;7;0;715
705;5;0;705
715;9;0;715
689;5;0;689
769;11;0;769
734;5;0;734
736;3;0;736
725;12;0;725
707;2;0;707
743;13;0;743
783;10;0;783
710;7;0;710
756;4;0;756
733;10;0;733
764;6;0;764
754;7;0;754
730;10;0;730
721;7;0;721
784;8;0;784
803;9;0;803
744;7;0;744
731;5;0;731
713;4;0;713
767;7;0;767
704;7;0;704
782;9;0;782
745;7;0;745
746;7;0;746
766;8;0;766
754;9;0;754
737;11;0;737
767;10;0;767
689;9;0;689
793;9;0;793
717;6;1;718
716;5;0;716
723;6;0;723
774;12;0;774
727;9;0;727
765;12;0;765
781;7;0;781
670;4;0;670
709;5;1;710
752;5;0;752
791;10;0;791
706;13;0;706
783;12;0;783
755;5;0;755
756;5;0;756
721;9;0;721
751;6;0;751
706;4;1;707
734;4;0;734
727;9;0;727
762;9;0;762
759;10;0;759
708;9;0;708
794;7;0;794
711;8;0;711
741;7;0;741
750;11;0;750
752;8;0;752
730;9;0;730
736;9;0;736
714;7;0;714
740;12;0;740
739;6;0;739
697;8;0;697
687;4;0;687
760;7;0;760
729;6;0;729
761;4;0;761
742;6;0;742
744;4;0;744
749;6;0;749
783;5;0;783
730;11;0;730
720;9;0;720
782;13;0;782
749;8;0;749
714;3;0;714
740;9;0;740
